𒀣,𒀣,"AL x GIŠ
(GIŠBAR, GIŠMAŠ)
(ePSD; Akkadian Dictionary)",477,301,"U+12023
(AL TIMES GISH)"
𒀡,𒀡,"AL x AL
(BAL3)
(ePSD; Akkadian Dictionary)",478,301n,"U+12021
(AL TIMES AL)"
𒀧,𒀧,"AL x ŠE
(IL (MesZL: AL x ŠE = IL (no. 348)))
(ePSD; Akkadian Dictionary)",479,205,"U+12027
(AL TIMES SHE)"
𒀧,𒀧,"AL x ŠE
((MesZL: AL x ŠE (no. 479) = IL (no. 348); IL (MesZL: IL = IL (no. 348) and AL x ŠE (no. 479)), IL6 (MesZL: to be erased, see 348, 474 and 479))
(ePSD; Akkadian Dictionary)","479, 348",205,"U+12027
(AL TIMES SHE)"
𒀢,𒀢,"AL x GIM
(AL x DIM2; LIDIM)
(ePSD; Akkadian Dictionary)",480,302,"U+12022
(AL TIMES DIM2)"
𒀦,𒀦,"AL x KI
(BAL4, DUBAL2)
(ePSD; Akkadian Dictionary)",481,303,"U+12026
(AL TIMES KI)"
𒀤,𒀤,"AL x ḪA
(ḪIBIRA)
(ePSD; Akkadian Dictionary)",482,305,"U+12024
(AL TIMES HA)"
𒈥,𒈥,"MAR
(GAR7, MARA, RAM3 (Labat: ?; MesZL: RAM3 missing), WAR2)
(ePSD; Akkadian Dictionary)",483,307,"U+12225
(MAR)"
𒆤,𒆤,"KID
(BUR6, BURU6, GE2, GI2, GID, GIT, GIṬ (Labat; MesZL: GIṬ missing), KE4, KET, KI4, KIT, KIṬ, KUB4 (MesZL: ?), KUP4 (MesZL: ?), LEL2 (MesZL: see nos. 435 and 484), LIL2, MURU12, QET, QI5 (MesZL: ?), QID, QIT, QIṬ (MesZL: missing), SAḪ, SEḪ2, SIḪ2, SUḪ4, ṢAḪ2 (MesZL: Deimel and Labat differently), ŠAḪ3 (MesZL: Deimel and Labat differently), ŠIḪ (Labat: in syllabary KID = ŠIḪ, but in index ŠIḪ = ŠAḪ (no. 23) and ŠIḪ2 missing; MesZL: ŠIḪ2, ŠIḪ = ŠAḪ (no. 23); KŠ: perhaps mistake, in Labat's syllabary should be ŠIḪ2), ŠIḪ2)
(ePSD; Akkadian Dictionary)",484,313,"U+121A4
(KID)"
𒋃,𒋃,"ŠID
(AG3, AK3, AKA3, ALAL2, ALAMU2 (MesZL: needless; KŠ: in index of MesZL erroneously no. 314), ALMU2 (KŠ: in index of MesZL erroneously no. 314), BISAG2, BISAN2, DILIB, DIM12, ELAL2, GIR13 (MesZL: ?), GUD9, KA9, KAS7 (MesZL: ?, see NIG2.ŠID (no. 859)), KID4, KIR15, KIRI8, LA10, LAG, LAK, LAKA, LAQ, LIG2 (Labat; MesZL: LIG2 missing), LIK2 (MesZL: not occupied), LIQ2, MER4 (MesZL: to be erased), NESAG2 (MesZL: = SAG5), NISAG2 (MesZL: = SAG5), PA8 (MesZL: ?), PISAG2, PISAN2, PIŠ10 (Labat; MesZL: PIŠ10 = KI.A (nos. 737+839)), QIR9, SAG5, SAGGA, SAMAG3 (Labat: ?; MesZL: SAMAG3 = URUDU x U (no. 239)), SANGA (MesZL: Deimel differently), SANGU(MesZL: Deimel differently), SED2, SID2, SILx (Labat: in syllabary), SIL11 (Labat: MesZL: SIL11 missing), SILA11, SILAG, SIN3 (MesZL: ?), SIT2, ŠANGA (MesZL: not indexed!, too uncertain (see nos. 464 and 571), in Labat and Deimel ŠANGA as well as ŠANGA2 = SA6 (no. 571)), ŠANGU, ŠANGU2 (Labat: in index ŠID = ŠANGU, SANGU as well as SANGU2; MesZL: ŠANGU2 = IL2.MA2.DUB2 (nos. 493+201+565) as SANGA2), ŠE14, ŠED, ŠIT, ŠITA5, ŠITI, ŠITIM2 (MesZL: not proved), ŠIṬ, ŠUB6 (MesZL: to be erased), ŠUD4, ŠUDUM, TE6, TU14, TUBA3, UBISAG, UM3 (Labat: ?; MesZL: UM3 missing), UMBISAG, UTTU2 (MesZL: Deimel and Labat UTTU2 and UTTU3), UTTU3 (Labat: UTTU2 = AN.ŠID (nos. 10+485), UTTU3 = ŠID; MesZL: UTTU2, UTTU3 missing), ZADRU, ZAG3, ZANDARA)
(ePSD; Akkadian Dictionary)",485,314,"U+122C3
(SHID)"
𒈩,𒈩,"MES
(KIŠEB, KIŠIB, MESA(MesZL: ?), MEṢ, MEŠ3, MEZ (Labat; MesZL: MEZ missing), MIS, MIṢ, MIŠ, RED, RID, RIT, RIṬ)
(ePSD; Akkadian Dictionary)",486,314,"U+12229
(MES)"
𒈩𒊒,𒈩𒊒,"MES.RU
(RIG11 (MesZL: Deimel IMRIG))
(ePSD; Akkadian Dictionary)",486+111,533+068,"U+12229 & U+12292
(MES` & RU)"
𒋅,𒋅,"ŠID x IM
(ḪUBḪUB2)
(ePSD; Akkadian Dictionary)",487,317a,"U+122C5
(SHID TIMES IM)"
𒌝 x 𒈨,𒌝 x 𒈨,"UM x ME
(EME2 (MesZL: also UM.ME (nos. 238+753), UM x ME (no. 488), MES x ME (no. 488) and UM+ME), UMMEDA (MesZL: also UM.ME (nos. 238+753), UM x ME (no. 488), MES x ME (no. 488) and UM+ME))
(ePSD; Akkadian Dictionary)",488,315,
𒈩 x 𒈨,𒈩 x 𒈨,"MES x ME
(EME2 (MesZL: also UM.ME (nos. 238+753), UM x ME (no. 488), MES x ME (no. 488) and UM+ME), UMMEDA (MesZL: also UM.ME (nos. 238+753), UM x ME (no. 488), MES x ME (no. 488) and UM+ME))
(ePSD; Akkadian Dictionary)",488,315,
𒋄,𒋄,"UMBISAG2
(ŠID x A; ALAL, ALAMU, ALMU, BISAG3, BISAN3, BIZEG3, BIZEM3, ELAL, ḪUBḪUB, MEZEG, MEZEM, PISAG3, PISAN3, UBISAG2)
(ePSD; Akkadian Dictionary)",489,317,"U+122C4
(SHID TIMES A)"
𒌑,𒌑,"U2
(BA6 (MesZL: BA6 = also BA.U2 (nos. 14+490)), BU8 (Labat; MesZL: BU8 = BUR2 (no. 8)), BU11 (MesZL: BU11 = also BA.U2 (nos. 14+490), Labat BU8), ḪAZABUR, KASBI (Labat: KASBI = U2.KI; MesZL: KAZBI, KASBI missing), KAZAB, KAZAB2 (Labat: KAZAB2 =? U2 or U2.KI?; MesZL: KAZAB2 missing), KAZABU, KAZABUR, KAZBI (MesZL: Deimel and Labat KASBI), KILIBU(MesZL: to be erased), KUŠ3, KUZBI, KUZBU, PU8 (Labat; MesZL: PU11, PU8 missing)), PU11, SAM, ŠA17 (Labat; MesZL: ŠA17 = U3 (no. 731)), ŠA25, ŠAM, TEŠBI, WA3 (MesZL: ?, Deimel differently))
(ePSD; Akkadian Dictionary)",490,318,"U+12311
(U2)"
𒌑𒄈,𒌑𒄈,"U2.GIR2
(ATTU (Labat; MesZL: ATTU missing), UKUR (MesZL: both GIR2 (no. 6) or U2.GIR2 (nos. 490+6) are too uncertain))
(ePSD; Akkadian Dictionary)",490+006,318+010,"U+12311 & U+12108
(U2 & GIR2)"
𒌑𒄉,𒌑𒄉,"U2.GIR2 gunû
(AD5 (MesZL: Deimel differently), ADDA3, ADDU2, KIŠ16, KIŠA, KIŠI16)
(ePSD; Akkadian Dictionary)",490+007,318+010,"U+12311 & U+12109
(U2 & GIR2 GUNU)"
𒌑𒅗,𒌑𒅗,"U2.KA
(MUSUG2, MUZUG2, USUG2 (MesZL: or U2.ZUG2), UZUG2 (MesZL: or U2.ZUG2))
(ePSD; Akkadian Dictionary)",490+024,318+015,"U+12311 & U+12157
(U2 & KA)"
𒌑𒍤𒆸,𒌑𒍤𒆸,"U2.NUMUN2
(GIN4 (Labat; MesZL: GIN4 = NUMUN2 (no. 102)), GUG4 (Labat; MesZL: GIN4 = NUMUN2 (no. 102)))
(ePSD; Akkadian Dictionary)",490+102,318+066c,"U+12311 & U+12364 & U+121B8
(U2 & ZI OVER ZI & LAGAB)"
𒌑𒊕,𒌑𒊕,"U2.SAG
(USUG3 (MesZL: also SAG x U2, Deimel U2.ZUG3), UZUG3 (MesZL: also SAG x U2, Deimel U2.ZUG3))
(ePSD; Akkadian Dictionary)",490+184,318+115,"U+12311 & U+12295
(U2 & SAG)"
𒌑𒉀𒂵,𒌑𒉀𒂵,"U2.NAGA.GA
(UGA (MesZL: U2NAGAGA))
(ePSD; Akkadian Dictionary)",490+293+491,318+165+319,"U+12311 & U+12240 & U+120B5
(U2 & NAGA & GA)"
𒌑𒉀𒂵𒄷,𒌑𒉀𒂵𒄷,"U2.NAGA.GA.ḪU
(UGA (Labat; MesZL: UGA =U2.NAGA.GA (490+293+491)))
(ePSD; Akkadian Dictionary)",490+293+491+132,318+165+319+078,"U+12311 & U+12240 & U+120B5 & U+12137
(U2 & NAGA & GA & HU)"
𒌑𒄑𒈪,𒌑𒄑𒈪,"U2.GIŠ.MI
(DIMMUŠ, DIMUŠ)
(ePSD; Akkadian Dictionary)",490+469+681,318+296+427,"U+12311 & U+12111 & U+1222A
(U2 & GISH & MI)"
𒌑𒆳𒉌𒌇𒆠,𒌑𒆳𒉌𒌇𒆠,"U2.KUR.NI.TUK.KI
(U2.KUR.NI.DILMUNKI; MUZUG4, USUG4, UZUG4)
(ePSD; Akkadian Dictionary)",490+578+380+827+737,318+366+231+574+461,"U+12311 & U+121B3 & U+1224C & U+12307 & U+121A0
(U2 & KUR & NI & TUK & KI)"
𒌑𒆳𒊏,𒌑𒆳𒊏,"U2.KUR.RA
(ŠEBIRIDA, ŠIMBIRIDA)
(ePSD; Akkadian Dictionary)",490+578+511,318+366+328,"U+12311 & U+121B3 & U+1228F
(U2 & KUR & RA)"
𒌑𒆳𒊏𒂡,𒌑𒆳𒊏𒂡,"U2.KUR.RA.EZEN
(ŠEBIRIDA (Labat; MesZL: ŠEBIRIDA = U2.KUR.RA (nos. 490+578+511)))
(ePSD; Akkadian Dictionary)",490+578+511+271,318+366+328+152,"U+12311 & U+121B3 & U+1228F & U+120A1
(U2 & KUR & RA & EZEN)"
𒌑𒆳𒍝𒈽𒆠,𒌑𒆳𒍝𒈽𒆠,"U2.KUR.ZA.MUŠ2.KI
(U2.KUR.ŠUBAKI; NAMRI (MesZL: ?))
(ePSD; Akkadian Dictionary)",490+578+851+152+737,318+366+586+102+461,"U+12311 & U+121B3 & U+1235D & U+1223D & U+121A0
(U2 & KUR & ZA & MUSH3 GUNU & KI)"
𒌑𒆠𒋧𒂵,𒌑𒆠𒋧𒂵,"U2.KI.SUM.GA
(GUD3)
(ePSD; Akkadian Dictionary)",490+737+292+491,318+461+164+319,"U+12311 & U+121A0 & U+122E7 & U+120B5
(U2 & KI & SUM & GA)"
𒌑𒀀𒇒𒈣𒋙𒀀,𒌑𒀀𒇒𒈣𒋙𒀀,"U2.A.ESIR2.MA2.ŠU2.A
(U2.ESIR.MA2.ŠU2.A; AZAD (MesLZ: ?))
(ePSD; Akkadian Dictionary)",490+839+761+201+869+839,318+579+487+122+545+579,"U+12311 & U+12000 & U+121D2 & U+12223 & U+122D9 & U+12000
(U2 & A & LAGAB TIMES KUL & MA2 & SHU2 & A)"
𒂵,𒂵,"GA
(EBIR4, EPIR4, GAR9, GARA9, GE20, GU11 (MesZL: ?), GUR11, KA3, KUR15 (MesZL: nos. 491 and 859), QA2, ŠIZBU)
(ePSD; Akkadian Dictionary)",491,319,"U+120B5
(GA)"
𒂵𒈣𒆜𒅊,𒂵𒈣𒆜𒅊,"GA.MA2.KASKAL.SIG7
(SAGGA5, SANGA5, ŠANGA5, ŠANGU5)
(ePSD; Akkadian Dictionary)",491+201+302+564,319+122+166+351,"U+120B5 & U+12223 & U+1219C & U+1214A
(GA & MA2 & KASKAL & IGI GUNU)"
𒂵𒈣𒅊,𒂵𒈣𒅊,"GA.MA2.SIG7
(SAGGA6, SANGA6, ŠANGA6, ŠANGU6)
(ePSD; Akkadian Dictionary)",491+201+564,319+122+351,"U+120B5 & U+12223 & U+1214A
(GA & MA2 & IGI GUNU)"
𒂵𒆜,𒂵𒆜,"GA.KASKAL
(GAEŠ (MesZL: better GA.EŠ8), GA’EŠ (Labat; MesZL: GAEŠ, GA’EŠ missing), GAIŠ(MesZL: better GA.IŠ2), GA’IŠ (Labat; MesZL: GAIŠ, GA’IŠ missing), GARAŠ3 (MesZL: better GA.RAŠ))
(ePSD; Akkadian Dictionary)",491+302,"319a (Labat)
319+166","U+120B5 & U+1219C
(GA & KASKAL)"
𒂵𒉌,𒂵𒉌,"GA.NI
(GAR10 (Labat; MesZL: for GAR10 see GA gunû (no. 492))
(ePSD; Akkadian Dictionary)",491+380,319+231,"U+120B5 & U+1224C
(GA & NI)"
𒂵𒂀,𒂵𒂀,"GA.DUB2
(GA.BALAG; SAGGA7, SANGA7, ŠANGA7, ŠANGU7)
(ePSD; Akkadian Dictionary)",491+565,319+352,"U+120B5 & U+12080
(GA & DUB2)"
𒂵𒁹,𒂵𒁹,"GA.DIŠ
(GAR12 (Labat; MesZL: for GAR12 see GA gunû (no. 492))
(ePSD; Akkadian Dictionary)",491+748,319+480,"U+120B5 & U+12079
(GA & DISH)"
𒂵𒆸,𒂵𒆸,"GA.LAGAB
(KISIM6 (MesZL: Deimel and Labat vague))
(ePSD; Akkadian Dictionary)",491+755,319+483,"U+120B5 & U+121B8
(GA & LAGAB)"
𒂵𒀀,𒂵𒀀,"GA.A
(GAR11 (Labat; MesZL: for GAR11 see GA gunû (no. 492))
(ePSD; Akkadian Dictionary)",491+839,319+579,"U+120B5 & U+12000
(GA & A)"
𒂶,𒂶,"GA gunû
(GAR2, GAR10, GAR11, GAR12, GARA2, GARA10, GARA11, GARA12, QAR4, QARA4)
(ePSD; Akkadian Dictionary)",492,319,"U+120B6
(GA GUNU)"
𒅍,𒅍,"IL2
(GA.GIN2 (MesZL: not GI.IL2, Labat GI.IL2 and also IL2); DUSI, DUSSU, DUSU, DUŠSU (Labat: DUSU = GI.IL2 (nos. 141+493) and also IL2 (no. 493); MesZL: DUSSU, DUŠSU = missing), GA6, GIL3, GUR3, GURU3, ILA2, ILI2)
(ePSD; Akkadian Dictionary)",493,320,"U+1214D
(IL2)"
𒊫,"later:
𒅍𒈣𒂀","SANGA2
(KŠ: old sign LAK 175, later IL2.MA2.DUB (493+201+565)?)
(ePSD; Akkadian Dictionary)","493 (sign IL2)
later:
493+201+565","320 (sign IL2)
LAK 175
later:
320+122+352","U+122AB
(SANGA2)
later:
U+1214D & U+12223 & U+12080
(IL1& MA2 & DUB2)"
𒅍𒈣𒅊,𒅍𒈣𒅊,"IL2.MA2.SIG7
(SAGGA3, SANGA3, ŠANGA3, ŠANGU3)
(ePSD; Akkadian Dictionary)",493+201+564,320+122+351,"U+1214D & U+12223 & U+1214A
(GA & MA2 & IGI GUNU)"
𒅍𒈣𒂀,𒅍𒈣𒂀,"IL2.MA2.DUB2
(IL2.MA2.BALAG; SAGGA2 (MesZL: same as SANGA2), SANGA2 (MesZL: Deimel SANGA), ŠANGA2 (MesZL: same as SANGA2), ŠANGU2 (MesZL: same as SANGA2))
(ePSD; Akkadian Dictionary)",493+201+565,320+122+352,"U+1214D & U+12223 & U+12080
(IL1& MA2 & DUB2)"
𒅍𒂀,𒅍𒂀,"IL2.DUB2
(IL2.BALAG; SAGGA4, SANGA4, ŠANGA4, ŠANGU4)
(ePSD; Akkadian Dictionary)",493+565,320+352,"U+1214D & U+12080
(IL1& DUB2)"
𒈛,𒈛,"LUḪ
(ḪULUḪ, LAḪ3, LAḪA3 (MesZL: ?, Deimel LAḪA), LIḪ3, LUḪU, NAḪ (Labat; MesZL: NAḪ = missing), RAḪ, RIḪ, RUḪ, SUBUR2, SUGAL7, SUKAL, SUKKAL, ŠUKAL, ŠUKKAL)
(ePSD; Akkadian Dictionary)",494,321,"U+1221B
(LUH)"
𒂍,𒂍,"E2
(’A3, ’E3 (Labat; MesZL: ’E3 missing), A14, A3’, BET, BETU2, BĒTU, BID, BIT, BITI (MesZL: better BĪTU), BIṬ, E3’ (MesZL: ?), MET2 (Labat; MesZL: missing), MID2 (Labat; MesZL: missing), PET, PI11 (Labat; MesZL: missing), PID, PIT, PIṬ)
(ePSD; Akkadian Dictionary)",495,324,"U+1208D
(E2)"
𒂓,𒂓,"E2 x U
(ePSD; Akkadian Dictionary)",495 (sign E2),273 (sign E2),"U+12093
(E2 TIMES U)"
𒂍𒉣,𒂍𒉣,"E2.NUN
(E2.GAR6; AGRUN)
(ePSD; Akkadian Dictionary)",495+143,324+087,"U+1208D & U+12263
(E2 & NUN)"
𒂍𒍑𒁍𒁕,𒂍𒍑𒁍𒁕,"E2.UŠ.BU.DA
(ARAḪ4, AŠLUG)
(ePSD; Akkadian Dictionary)",495+381+580+561,324+211+371+335,"U+1208D & U+12351 & U+1204D & U+12055
(E2 & USH & BU & DA)"
𒂍𒆳𒁁,𒂍𒆳𒁁,"E2.KUR.BAD
(ARALA (Labat; MesZL: ARALA missing), ARALI)
(ePSD; Akkadian Dictionary)",495+578+113,324+366+069,"U+1208D & U+121B3 & U+12041
(E2 & KUR & BAD)"
𒂍𒀀,𒂍𒀀,"E2.A
(DURU7 (Labat; MesZL: DURU7 missing))
(ePSD; Akkadian Dictionary)",495+839,324+579,"U+1208D & U+12000
(E2 & A)"
𒂍𒋞,𒂍𒋞,"E2.SIG4
(E2.GAR8; EGAR (MesZL: or E2.GAR8), IGAR (MesZL: or E2.GAR8), INGAR (MesZL: or E2.GAR8))
(ePSD; Akkadian Dictionary)",495+905,324+567,"U+1208D & U+122DE
(E2 & SIG4)"
𒄨,𒄨,"KAL
(ALAD2 (MesZL: to be erased), DAN, DANA3, DIN2 (MesZL: ?), DUN6, ESI, ESIG(MesZL: ?), GAL9, GEREŠ2, GIREŠ2, GIRIŠ2, GURUŠ, KALA, KALAG, KALAGA (ABZ; MesZL: missing), LA6, LAB, LALA2, LAMA2 (Labat; MesZL: LAMA3, LAMA2 = NE (no. 313)), LAMA3 (MesZL: often written as LAMA2), LAMAR (ABZ; MesZL: missing), LAMMA, LAMMAR (ABZ: ?; MesZL: missing), LAP, LEP2, LIB2, LIP2, NIR6 (MesZL: Labat, not occupable), QAL4, RAB4 (MesZL: ?), REB, RIB, RIP, RUB, SA14 (MesZL: Deimel differently), SAG8, SEG15, SI21 (MesZL: to be erased?), SIG15, SILIM2, SILIMA2 (MesZL: Deimel and Labat SILIMA), SUN7, ŠEDU, TAN, TANA, ṬAN, URRUB2 (MesZL: not URRUB3), URRUB3 (Labat: ?; MesZL: URRUB2, URRUB3 missing), URSUB2, URZUB2 (MesZL: as Labat; Labat: URZUB2 = DUG.KAL (nos. 499+496)), ZI8 (MesZL: to be erased), ZURZUB2 (MesZL: Deimel ṢURṢUB2))
(ePSD; Akkadian Dictionary)",496,322,"U+12197
(KAL)"
𒆗,𒆗,"GURUŠ
(see KAL (no. 496))
(ePSD; Akkadian Dictionary)",496,322,"U+12128
(GURUSH)"
𒆙,𒆙,"KAL crossing KAL
(LIRI7, LIRU7, LIRUM7)
(ePSD; Akkadian Dictionary)",496,322n,"U+12199
(KAL CROSSING KAL)"
𒆘,𒆘,"KAL x BAD
(ALAD (MesZL: hitherto
ALAD3), ALAD3 (Labat; MesZL: KAL x BAD = ALAD now, the meaning is not newly occupied))
(ePSD; Akkadian Dictionary)",497,323,"U+12198
(KAL TIMES BAD)"
𒂊,𒂊,"E
(EG2, EKI, I15 (MesZL: ?), IG2, II3 (MesZL: ?), JI3 (MesZL: ?))
(ePSD; Akkadian Dictionary)",498,308,"U+1208A
(E)"
𒂌,𒂌,"E over E.NUN over NUN
(ḪILIBU)
(ePSD; Akkadian Dictionary)",498,308n,"U+1208C
(E OVER E NUN OVER NUN)"
𒂋,𒂋,"E x PAP
(ePSD; Akkadian Dictionary)","498 (sign E)
096 (sign PAB.E)",308 (sign E),"U+1208B
(E TIMES PAP)"
𒂊𒌈,𒂊𒌈,"E.TUM
(GURU19 (Labat; MesZL: GURU19 = NUN.KI (nos. 143+737) and NUN tenû.KI (nos. 144+737)))
(ePSD; Akkadian Dictionary)",498+354,308+207,"U+1208A & U+12308
(E & TUM)"
𒂊𒌈,𒂊𒌈,"E.TUM
(GURU21, KURU14)
(ePSD; Akkadian Dictionary)",498+354,308+207,"U+1208A & U+12308
(E & TUM)"
𒂊𒋤,𒂊𒋤,"E.SUD
(KURU16)
(ePSD; Akkadian Dictionary)",498+584,308+373,"U+1208A & U+122E4
(E & SUD)"
𒁊,𒁊,"BI x A
(see DUG (no. 499, U+12081))
(ePSD; Akkadian Dictionary)",499,309,"U+1204A
(BI TIMES A)"
𒂁,𒂁,"DUG
(BI x A; DUK, DUQ, EBIR, EPIG2 (MesZL: to be erased), EPIR, GURUN7, KURUM10, KURUN3, LUD, LUM3, LUMU3, LUT, LUTU, LUṬ, LUṬU, LIṬ2, SI14, ŠIKIN (Labat; MesZL: ŠIKIN2, ŠIKIN missing), ŠIKIN2, TUG3, TUK3, TUQ3, ṬUG, ṬUK, ULUD, URRUB, URSUB, URZUB (MesZL: as Labat), ZURZUB (MesZL: Deimel ṢURṢUB))
(ePSD; Akkadian Dictionary)",499,309,"U+12081
(DUG)"
𒂁𒅗𒆕,𒂁𒅗𒆕,"DUG.KA.GAG
(PIḪU3 (Labat: PIḪU3 = DUG.KA.GAG; MesZL: PIḪU3 =? KA.GAG (no. 24+379)))
(ePSD; Akkadian Dictionary)",499+024+379,309+015+230,"U+12081 & U+12157 & U+12195
(DUG & KA & KAK)"
"𒁃
or
𒂁𒋡𒁓","𒁃
or
𒂁𒋡𒁓","DUG.SILA3.BUR
(BAḪAR2 (MesZL: old form almost as EDIN (no. 300)), LIL7, LILLU, MUŠTAPTIN, NUNNURA, NUNURRA, NUNURRU)
(ePSD; Akkadian Dictionary)",499+099+559,309+062+309,"U+12043
(BAHAR2)
or
U+12081 & U+122E1 & U+1204A
(DUG & SILA3 & BI TIMES A)"
𒂁𒋡𒁓𒈾,𒂁𒋡𒁓𒈾,"DUG.SILA3.BUR.NA
(BAḪAR5 (MesZL: Hittite))
(ePSD; Akkadian Dictionary)",499+099+559+110,309+062+309+070,"U+12081 & U+122E1 & U+1204A & U+1223E
(DUG & SILA3 & BI TIMES A & NA)"
𒂁𒂡,𒂁𒂡,"DUG.EZEN
(SAḪAR2 (Labat: in syllabary DUGSAḪAR2 (no. 152 = MesZL no. 271), but in index no. 309 (DUG; MesZL no. 499); MesZL: SAḪAR2 = SAR (no. 541)))
(ePSD; Akkadian Dictionary)",499+271,309+152,"U+12081 & U+120A1
(DUG & EZEN)"
𒂁𒍒,𒂁𒍒,"DUG.KAŠ3
(KISI (Labat; MesZL: KISI = KAŠ3 (no. 384)))
(ePSD; Akkadian Dictionary)",499+384,309+211a,"U+12081 & U+12352
(DUG & USH TIMES A)"
𒂁𒄨,𒂁𒄨,"DUG.KAL
(SILIMA (Labat: ?; MesZL: SILIMA = DI (no. 736)), URRUB2 (Labat; MesZL: URRUB2 = KAL (no. 496)), URSUB2 (Labat; MesZL: URSUB2 = KAL (no. 496)), URZUB2 (Labat; MesZL: URZUB2 = KAL (no. 496)), ZURZUB3 (Labat; MesZL: ZURZUB3 missing))
(ePSD; Akkadian Dictionary)",499+496,309+322,"U+12081 & U+12197
(DUG & KAL)"
𒂁𒊬,𒂁𒊬,"DUG.SAR
(ŠAKAR (Labat: in syllabary (DUG?)ŠAKAR (no. 152 = MesZL no. 271), in index written no. 304, but the signs no. 309+152 (DUG.SAR; ABZ nos. 309+331e; MesZL no. 499+541); MesZL: ŠAKAR = SAR (no. 541)))
(ePSD; Akkadian Dictionary)",499+541,"309+152 (Labat)
309+331e (ABZ)","U+12081 & U+122AC
(DUG & SAR)"
𒂁𒉸,𒂁𒉸,"DUG.MUD3
(PIḪU2 (Labat; MesZL: PIḪU2 = MUD3 (no. 621)))
(ePSD; Akkadian Dictionary)",499+621,309+394d,"U+12081 & U+12278
(DUG & NUNUZ KISIM5 TIMES BI)"
𒌦,𒌦,"KALAM
(KALAMA, KANAM)
(ePSD; Akkadian Dictionary)",500,312,"U+12326
(UN)"
𒌦,𒌦,"UN
(U12, UG3, UKU3, UNU4)
(ePSD; Akkadian Dictionary)",501,312,"U+12326
(UN)"
𒌧,,"UN gunû
(ePSD; Akkadian Dictionary)",501,312,"U+12327
(UN GUNU)"
𒉪,𒉪,"NIR
(NUN over NUN; LIR, NAR3, NER(MesZL: Deimel differently), NIRA, NUR, RI5, ŠER7 (MesZL: Deimel ŠER3))
(ePSD; Akkadian Dictionary)",502,325,"U+1226A
(NUN OVER NUN)"
𒄧,𒄧,"GURUN
(BURU7, GURIN, GURU (Labat; MesZL: GURU20, GURU = GUR (no. 180)), GURU20 (MesZL: Deimel and Labat GURU), GURUN(MesZL: cf. 805, hitherto also Deimel's GURUN4 and GURUN5), KURUN6)
(ePSD; Akkadian Dictionary)",503,311,"U+12127
(GURUN)"
𒌒,𒌒,"UB
(AR2, ARA2, UBU2, UP,)
(ePSD; Akkadian Dictionary)",504,306,"U+12312
(UB)"
𒌒𒊑,𒌒𒊑,"UB.RI
(AR2.RI; ZAMIN)
(ePSD; Akkadian Dictionary)",504+142,306+086,"U+12312 & U+12291
(UB & RI)"
𒀼,𒀼,"EŠ16
(AŠ over AŠ over AŠ; 3, EŠ23 (MesZL: slightly skew, see nos. 505, 629 and 670), ŠUŠUR)
(ePSD; Akkadian Dictionary)",505,325a,"U+1203C
(ASH OVER ASH OVER ASH)"
𒐺,𒐺,"EŠ16
(see EŠ16 (U+1203C))
(ePSD; Akkadian Dictionary)",505,325a,"U+1243A
(NUMERIC SIGN THREE VARIANT FORM ESH16)"
𒐽,𒐽,"LIMMU4
(EŠ16.AŠ; 4)
(ePSD; Akkadian Dictionary)",506,325b,"U+1243D
(NUMERIC SIGN FOUR VARIANT FORM LIMMU4)"
𒄄,𒄄,"GI4
(GI gunû; GA8 (MesZL: ?), GAGRI(MesZL: ?), GE4, KI8, QE4, QI4)
(ePSD; Akkadian Dictionary)",507,326,"U+12104
(GI4)"
𒄅,𒄅,"GI4 over GI4
(GIGI (MesZL: also GI4 crossing GI4), ESIR5)
(ePSD; Akkadian Dictionary)",508,326a,"U+12105
(GI4 OVER GI4)"
𒄆,𒄆,"GI4 crossing GI4
(GI4 over GI4 crossed; GIGI (MesZL: also GI4 over GI4))
(ePSD; Akkadian Dictionary)",508,326a,"U+12106
(GI4 CROSSING GI4)"
𒄝,𒄝,"USAN2
(GU2 gunû (MesZL: see also USAN (no. 177)))
(ePSD; Akkadian Dictionary)",509,327,"U+1211D
(GU2 GUNU)"
𒄝𒆕,𒄝𒆕,"USAN2.GAG
(ePSD; Akkadian Dictionary)",510,327*,"U+1211D & U+12195
(GU2 GUNU & KAK)"
𒊏,𒊏,"RA
(RAḪ2 (MesZL: not proved))
(ePSD; Akkadian Dictionary)",511,328,"U+1228F
(RA)"
𒊏𒊏,𒊏𒊏,"RA.RA
(KUTU2 (MesZL: to be erased))
(ePSD; Akkadian Dictionary)",511+511,328+328,"U+1228F & U+1228F
(RA & RA)"
𒊨,𒊨,"DUL3
(SAG gunû; ANDUL (Labat; MesZL: ANDUL missing), KUŠ2, KUŠU4, MUḪ4, SUMUR, SUR2, ŚUR2 (MesZL: ?), ṢUR2 (MesZL: ?), ŠUR2, UGU5)
(ePSD; Akkadian Dictionary)",512,329,"U+122A8
(SAG GUNU)"
𒀼𒋰,𒀼𒋰,"IA9
(EŠ16.TAB; 5)
(ePSD; Akkadian Dictionary)",513,329a,"U+1203C & U+122F0
(CUNEIFORM SIGN ASH OVER ASH OVER ASH & TAB)"
𒐺𒋰,𒐺𒋰,"IA9
(EŠ16.TAB; 5)
(ePSD; Akkadian Dictionary)",513,329a,"U+1243A & U+122F0
(CUNEIFORM NUMERIC SIGN THREE VARIANT FORM ESH16 & TAB)"
