𒄹,𒄸 x 𒀭,"ḪUB2 x AN
(ePSD; Akkadian Dictionary)",150 (sign ḪUB2),089 (sign ḪUB2),"U+12139
(HUB2 TIMES AN)"
𒋩,𒋩,"SUR
(SI15 (MesZL: to be erased), ŚUR, SURRU (Labat; MesZL: SURRU = SUR9 (no. 205)), ŠUR, ṬIR3)
(ePSD; Akkadian Dictionary)",151,101,"U+122E9
(SUR)"
𒈽,𒈽,"MUŠ2
(MUŠ3 gunû; AḪULAB (Labat; MesZL: AḪULAB missing), SE28, SED7, SIḪ4, SU10, SUḪ, SUKU5 (MesZL: MUŠ2 (no. 152) and A2 (no. 560), Deimel SUKU2), SUKUD2, SUS, SUSBU2 (MesZL: Deimel differently), SUZ, SUZBU2, ŠE24, ŠED13, ŠUḪ, ŠUZBU (Labat; MesZL: ŠUZBU missing), TIŠPAK)
(ePSD; Akkadian Dictionary)",152,102,"U+1223D
(MUSH3 GUNU)"
𒈽𒁍,𒈽𒁍,"MUŠ2.BU
(SUSBU (MesZL: Deimel differently), SUZBI (Labat; MesZL: SUZBI missing), SUZBU)
(ePSD; Akkadian Dictionary)",152+580,102+371,"U+1223D & U+1204D
(MUSH3 GUNU & BU)"
𒈹,𒈹,"MUŠ3
(ENNIN, INANNA, INNANA, INNIN, MIM2 (MesZL: ?), MUŠKU, NIN2, NINNI6 (MesZL: perhaps to be erased), SAR5, SE27, SED6, SUḪ10, SUKU6 (MesZL: MUŠ3 (no. 153) and A2 (no. 560)), SUKUD3, SUKUŠ, SUS2, SUSBU4, SUZBU4, ŠE23, ŠED12, ŠUBA4 (MesZL: ?), ZANARU, ZANARUM (Labat; MesZL: ZANARUM missing), ZANNARU)
(ePSD; Akkadian Dictionary)",153,103,"U+12239
(MUSH3)"
𒈼,𒈹 x 𒁲,"MUŠ3 x DI
(ePSD; Akkadian Dictionary)",153 (sign MUŠ3),103 (sign MUŠ3),"U+1223C
(MUSH3 TIMES DI)"
𒈹𒋭,𒈹𒋭,"MUŠ3.LAL3
(ALAMUŠ2, ALAMMUŠ2)
(ePSD; Akkadian Dictionary)",153+170,103+109,"U+12239 & U+122ED
(MUSH3 & TA TIMES HI)"
𒈹𒀊,𒈹𒀊,"MUŠ3.AB
(ZABALA5, ZABALAM5)
(ePSD; Akkadian Dictionary)",153+223,103+128,"U+12239 & U+1200A
(MUSH3 & AB)"
𒈹𒀕,𒈹𒀕,"MUŠ3.UNUG
(ZABALA3, ZABALAM3)
(ePSD; Akkadian Dictionary)",153+232,103+195,"U+12239 & U+12015
(MUSH3 & AB GUNU)"
𒈹𒁍,𒈹𒁍,"MUŠ3.BU
(SUSBU3, SUZBU3)
(ePSD; Akkadian Dictionary)",153+580,103+371,"U+12239 & U+1204D
(MUSH3 & BU)"
𒈹𒁲,𒈹𒁲,"MUŠ3.DI
(SE25, SED4, ŠE17 (MesZL: Deimel differently), ŠED10)
(ePSD; Akkadian Dictionary)",153+736,103+457,"U+12239 & U+12072
(MUSH3 & DI)"
𒈹𒂞,𒈹𒂞,"MUŠ3.EREN
(ŠUŠUMx)
(ePSD; Akkadian Dictionary)",153+818,103+541,"U+12239 & U+1209E
(MUSH3 & EREN)"
𒈹𒋁,𒈹𒋁,"MUŠ3.ŠEŠ2
(ŠŪŠU, ŠŪŠUM)
(ePSD; Akkadian Dictionary)",153+821,103+544,"U+12239 & U+122C1
(MUSH3 & SHESH2)"
𒈹𒍝,𒈹𒍝,"MUŠ3.ZA
(ŠUBA3 (MesZL: also MUŠ3 x ZA (no. 156)))
(ePSD; Akkadian Dictionary)",153+851,103+586,"U+12239 & U+1235D
(MUSH3 & ZA)"
𒈹𒍝𒀕,𒈹𒍝𒀕,"MUŠ3.ZA.UNUG
(ZABALA4, ZABALAM4)
(ePSD; Akkadian Dictionary)",153+851+232,103+586+195,"U+12239 & U+1235D & U+12015
(MUSH3 & ZA & AB GUNU)"
𒈺,𒈺,"MUŠ3 x A
(SE24 (MesZL: also A.MUŠ3 (nos. 839+153)), SED3 (MesZL: also A.MUŠ3 (nos. 839+153)), ŠE12 (MesZL: also A.MUŠ3 (nos. 839+153)), ŠED9)
(ePSD; Akkadian Dictionary)",154,103a,"U+1223A
(MUSH3 TIMES A)"
𒈻,𒈻,"SED
(MUŠ3 x A.DI; AMAGI (MesZL: Deimel and Labat AMAM, AŠUGI), AMAM (Labat; MesZL: AMAM missing), AŠUGI (MesZL: read AMAGI), ḪALBA, ḪALBI, ḪALBU, MABI, MAMMI, SE9, SEDI, SID (MesZL: not occupied), ŠE4, ŠED7)
(ePSD; Akkadian Dictionary)",155,103b,"U+1223B
(MUSH3 TIMES A PLUS DI)"
𒈹 x 𒍝,𒈹 x 𒍝,"MUŠ3 x ZA
(ŠUBA3 (MesZL: also MUŠ3.ZA (no. 153)))
(ePSD; Akkadian Dictionary)",156,103cv,
𒃰,𒃰,"GAD
(GADA, GADU, GAT, GAṬ (Labat; MesZL: KAṬ missing), GID4 (MesZL: ?), KA10 (Labat: ?; MesZL: KA10 = LUL.A (nos. 570+839), needless, the meaning is not newly occupied, see p. 494), KAD, KAT, KAṬ (Labat; MesZL: KAṬ missing), KID9, KIT9, KOT (MesZL: to be erased), KUD2 (Labat; MesZL: KUD2 missing), KUT2 (MesZL: to be erased), KUṬ2 (Labat; MesZL: KUṬ2 missing), QAD3, QAT3, QID4 (MesZL: Deimel QID3, perhaps to be erased))
(ePSD; Akkadian Dictionary)",157,90,"U+120F0
(GAD)"
𒃰𒋺,𒃰𒋺,"GAD.KID2
(AŠŠA2 (MesZL: Deimel and Labat vague), AŠTA, KIL4)
(ePSD; Akkadian Dictionary)",158,92,"U+120F0 & U+122FA
(GAD & TAK4)"
𒃰𒋺𒋛,𒃰𒋺𒋛,"AKKIL
(GAD.KID2.SI)
(ePSD; Akkadian Dictionary)",159,"092 (Labat)
092a (ABZ)","U+120F0 & U+122FA & U+122DB
(GAD & TAK4 & SI)"
𒌢,𒌢,"UMBIN
(GAD.KID2.UR2; DUBBIN)
(ePSD; Akkadian Dictionary)",160,092b,"U+12322
(UMBIN)"
𒃰𒋺𒄑,𒃰𒋺𒄑,"SIG8
(GAD.KID2.GIŠ; GIM8 (MesZL: ?), SEG8, URUAKA, URUIŠDUA, URULLA)
(ePSD; Akkadian Dictionary)",161,092c,"U+120F0 & U+122FA & U+12111
(GAD & TAK4 & GISH)"
𒋒,𒋒,"ŠINIG
(GAD.NAGA)
(ePSD; Akkadian Dictionary)",162,93,"U+122D2
(SHINIG)"
𒃱,𒃱,"KINDA
(GAD over GAD.GAR over GAR)
(ePSD; Akkadian Dictionary)",163,91,"U+120F1
(GAD OVER GAD GAR OVER GAR)"
𒂗,𒂗,"EN
(ENI, ENU, IN4, RU12, URU16)
(ePSD; Akkadian Dictionary)",164,99,"U+12097
(EN)"
𒂛,𒂛,"EN crossing EN
(ADAMEN5, ADAMIN5, DALḪAMUN2 (MesZL: instead of RIḪAMUN2 of Deimel and Labat),
MERIMER (MesZL: 2 times EN, Deimel MERMERI2), MERIMERI (MesZL: 2 times EN, Deimel MERMERI2), MERMER (MesZL: 2 times EN, Deimel MERMERI2), MERMERI (MesZL: 2 times EN, Deimel MERMERI2), NIGIR3, NIMGIGRI (MesZL: Deimel only NIMGIGRI), NIMGIRGIRRI (MesZL: Deimel only NIMGIGRI), RIḪAMUN2 (Labat; MesZL: RIḪAMUN2 missing), URBIGU2, URBINGU2)
(ePSD; Akkadian Dictionary)",164,099a1,"U+1209B
(EN CROSSING EN)"
𒂝,𒂝,"EN squared
(MERIMER2 (MesZL: 4 times EN, Deimel MERMER2), MERIMERI2 (MesZL: 4 times EN, Deimel MERMER2), MERMER2 (MesZL: 4 times EN, Deimel MERMER2), MERMERI2 (MesZL: 4 times EN, Deimel MERMER2))
(ePSD; Akkadian Dictionary)",164,099b1,"U+1209D
(EN SQUARED)"
𒆫,𒆪 over 𒄯.𒆪 over 𒄯,"KU over ḪAR.KU over ḪAR
(KU over ḪI x AŠ2.KU over ḪI x AŠ2)
(ePSD; Akkadian Dictionary)",164,099b2,"U+121AB
(KU OVER HI TIMES ASH2 KU OVER HI TIMES ASH2)"
𒀻,𒀻,"AŠ over AŠ.TUG2 over TUG2.TUG2 over TUG2.PAP
(ePSD; Akkadian Dictionary)",164,099b3,"U+1203B
(ASH OVER ASH TUG2 OVER TUG2 TUG2 OVER TUG2 PAP)"
𒂜,𒂜,"EN opposing EN
(ePSD; Akkadian Dictionary)",164 (EN),099 (EN),"U+1209C
(EN OPPOSING EN)"
𒂗𒍪,𒂗𒍪,"EN.ZU
(SIN3 (MesZL: by Civil, read rather SÎN), SUEN, SUENA, ZUEN, ZUENA)
(ePSD; Akkadian Dictionary)",164+015,006+099,"U+12097 & U+1236A
(EN & ZU)"
𒂚𒇷,𒂚𒇷,"ENME.LI
(EN x ME.LI; ENSI3, INSI3)
(ePSD; Akkadian Dictionary)",164+085,099c+059,"U+1209A & U+121F7
(EN TIMES ME & LI)"
𒂗𒉽𒅊𒉣𒈨𒂬,𒂗𒉽𒅊𒉣𒈨𒂬,"EN.PAB.SIG7.NUN.ME.UBARA
(ENKUM (MesZL: or EN.KUM3))
(ePSD; Akkadian Dictionary)",164+092+564+143+753+277,099+060+351+087+532+152,"U+12097 & U+1227D & U+1214A & U+12263 & U+12228 & U+120AC
(EN & PAP & IGI GUNU & NUN & ME & EZEN TIMES KASKAL)"
𒂗𒋾,𒂗𒋾,"EN.TI
(EBIḪ)
(ePSD; Akkadian Dictionary)",164+118,099+073,"U+12097 & U+122FE
(EN & TI)"
𒂗𒈦𒆕,𒂗𒈦𒆕,"EN.MAŠ.GAG
(MAŠDA4)
(ePSD; Akkadian Dictionary)",164+120+379,099+074+230,"U+12097 & U+12226 & U+12195
(EN & MASH & KAK)"
𒂚𒄀,𒂚𒄀,"ENME.GI
(EN x ME.GI; ENGIZ2)
(ePSD; Akkadian Dictionary)",164+141,099c+085,"U+1209A & U+12100
(EN TIMES ME & GI)"
𒂗𒆤,𒂗𒆤,"EN.KID
(ELLIL, ILLIL, NIBRI, NIBRU)
(ePSD; Akkadian Dictionary)",164+484,099+313,"U+12097 & U+121A4
(EN & KID)"
𒂗𒉭𒍣𒀭𒋀𒆠,𒂗𒉭𒍣𒀭𒋀𒆠,"EN.NUNUZ.ZI.AN.ŠEŠ.KI
(ZIRRU)
(ePSD; Akkadian Dictionary)",164+614+140+010+535+737,099+394+084+013+331+461,"U+12097 & U+1226D & U+12363 & U+1202D & U+122C0 & U+121A0
(EN & NUNUZ & ZI & AN & SHESH & KI)"
𒂗𒉭𒍣𒀭𒌓,𒂗𒉭𒍣𒀭𒌓,"EN.NUNUZ.ZI.AN.UD
(NUNUZZI)
(ePSD; Akkadian Dictionary)",164+614+140+010+596,099+394+084+013+381,"U+12097 & U+1226D & U+12363 & U+1202D & U+12313
(EN & NUNUZ & ZI & AN & UD)"
𒂗𒉭𒁶,𒂗𒉭𒁶,"EN.NUNUZ.GIM
(ENNIGI2, ENEGI2)
(ePSD; Akkadian Dictionary)",164+614+686,099+394+440,"U+12097 & U+1226D & U+12076
(EN & NUNUZ & DIM2)"
𒂛𒅐,𒂛𒅐,"EN crossing EN.IM crossing IM
(DALḪAMUN3 (MesZL: instead of RIḪAMUN3 of Deimel and Labat), GAŠMU, NIMGIGRI2 (MesZL: Deimel only NIMGIRGIRRI), NIMGIRGIRRI2 (MesZL: Deimel only NIMGIRGIRRI), RIḪAMUN3 (Labat; MesZL: RIḪAMUN3 missing))
(ePSD; Akkadian Dictionary)",164+641v,099a1+399,"U+1209B & U+12150
(EN CROSSING EN & IM CROSSING IM)"
𒂗𒁶𒈨𒉭,𒂗𒁶𒈨𒉭,"EN.GIM.GIG
(ENNIGI3 (MesZL: ?), ENEGI3 (MesZL: ?))
(ePSD; Akkadian Dictionary)",164+686+705,099+440+446,"U+12097 & U+12076 & U+1222A & U+1226D
(EN & DIM2 & MI & NUNUZ)"
𒂗𒈨𒀭𒈹,𒂗𒈨𒀭𒈹,"EN.ME.AN.MUŠ3
(EN.ME.AN+MUŠ3; UKURRIM, UKURIN (Labat; MesZL: UKURRIM, UKURIN missing))
(ePSD; Akkadian Dictionary)",164+753+010+153,099+532+013+103,"U+12097 & U+12228 & U+1202D & U+12239
(EN & ME & AN & MUSH3)"
𒂗𒈨𒇷,𒂗𒈨𒇷,"EN.ME.LI
(ENSI, INSI, ŠEŠLAM2)
(ePSD; Akkadian Dictionary)",164+753+085,099+532+059,"U+12097 & U+12228 & U+121F7
(EN & ME & LI)"
𒂗𒈨𒈬,𒂗𒈨𒈬,"EN.ME.MU
(ENDIB, ENDUB)
(ePSD; Akkadian Dictionary)",164+753+098,099+532+061,"U+12097 & U+12228 & U+1222C
(EN & ME & MU)"
𒂗𒈨𒄀,𒂗𒈨𒄀,"EN.ME.GI
(ENGIZ (MesZL: not ENGIMA), ENGIMA (Labat; MesZL: ENGIZ, not ENGIMA, ENGIMA missing))
(ePSD; Akkadian Dictionary)",164+753+141,099+532+085,"U+12097 & U+12228 & U+12100
(EN & ME & GI)"
𒂗𒈨𒀜𒆬,𒂗𒈨𒀜𒆬,"EN.ME.AD.KUG
(ŠENNU)
(ePSD; Akkadian Dictionary)",164+753+258+745,099+532+145+468,"U+12097 & U+12228 & U+1201C & U+121AC
(EN & ME & AD & KU3)"
𒂗𒈨𒇬,𒂗𒈨𒇬,"EN.ME.LAGAR
(MURUB3)
(ePSD; Akkadian Dictionary)",164+753+719,099+532+458,"U+12097 & U+12228 & U+121EC
(EN & ME & LAGAR)"
𒂗𒌆𒀀,𒂗𒌆𒀀,"EN.TUG2.A
(EN.KU.A; MUDRU2)
(ePSD; Akkadian Dictionary)",164+809+839,099+536+579,"U+12097 & U+12306 & U+12000
(EN & TUG2 & A)"
𒂚,𒂚,"ENME
(EN x ME)
(ePSD; Akkadian Dictionary)",164lig2,099c,"U+1209A
(EN TIMES ME)"
𒂘,𒂘,"EN x GAN2
(BAR8 (MesZL: also EN x KAR2), BAR12 (Labat; MesZL: BAR12 missing), BURU14 (MesZL: also EN x KAR2), BURU15 (Labat; MesZL: BURU15 = ŠIR.IR (no. 115)), BUR14 (MesZL: also EN x KAR2, Labat differently), EBUR (MesZL: opened phonetic value for BURU14), ENKAR(MesZL: also EN x KAR2), ENKARA (MesZL: also EN x KAR2), GIŠŠIR(MesZL: also EN x KAR2), GEŠŠIR(MesZL: also EN x KAR2), RU13 (MesZL: also EN x KAR2), SIBIR2 (MesZL: also EN x KAR2), SULLIM(MesZL: also EN x KAR2), ŠIBIR2 (MesZL: also EN x KAR2))
(ePSD; Akkadian Dictionary)",165,54,"U+12098
(EN TIMES GAN2)"
𒂙,𒂙,"EN x KAR2
(EN x GAN2 tenû; BAR8 (MesZL: also EN x GAN2), BAR12 (Labat; MesZL: BAR12 missing), BURU14 (MesZL: also EN x GAN2), BURU15 (Labat; MesZL: BURU15 = ŠIR.IR (no. 115)), BUR14 (MesZL: also EN x GAN2, Labat differently), EBUR (MesZL: opened phonetic value for BURU14), ENKAR (MesZL: also EN x GAN2), ENKARA (MesZL: also EN x GAN2), GIŠŠIR (MesZL: also EN x GAN2), GEŠŠIR (MesZL: also EN x GAN2), RU13 (MesZL: also EN x GAN2), SIBIR2 (MesZL: also EN x GAN2), SULLIM (MesZL: also EN x GAN2), ŠIBIR2 (MesZL: also EN x GAN2))
(ePSD; Akkadian Dictionary)",165,054n,"U+12099
(EN TIMES GAN2 TENU)"
𒁰,𒁰,"DAR3
(DARA3, DURAḪ, TAR3, TARA3, TARAḪ, ṬAR3)
(ePSD; Akkadian Dictionary)",166,100,"U+12070
(DARA3)"
𒁴,𒁴,"DIM
(DI11, DUM4, TAM3, TEM, TI3, TIM, TUM8, ṬIM (MesZL: Deimel differently), ṬUM2 (Labat; MesZL: ṬUM2 missing))
(ePSD; Akkadian Dictionary)",167,94,"U+12074
(DIM)"
𒁵,𒁵,"MUN
((MesZL: DIM x KUR, older DIM x ŠE); GAKKUL2 (MesZL: DIM x KUR, older DIM x ŠE), KAKKUL2 (MesZL: DIM x KUR, older DIM x ŠE), MUNU(MesZL: DIM x KUR, older DIM x ŠE))
(ePSD; Akkadian Dictionary)",168,95,"U+12075
(DIM TIMES SHE)"
𒁑,𒁑,"BULUG
(BU9 (MesZL: ?, too uncertain), MAGAR, MAGARA, MUŠ6 (MesZL: ?))
(ePSD; Akkadian Dictionary)",169,96,"U+12051
(BULUG)"
𒁒,𒁒,"BULUG over BULUG
(MEBULUG2 (MesZL: Thureau-Dangin ŠIMBULUG, Deimel ditto and MEBULUGI, Labat ŠEMBULUG), MENBULUG2 (MesZL: MesZL: Thureau-Dangin ŠIMBULUG, Deimel ditto and MEBULUGI, Labat ŠEMBULUG), MIBULUG2 (MesZL: Thureau-Dangin ŠIMBULUG, Deimel ditto and MEBULUGI, Labat ŠEMBULUG), MINBULUG2 (MesZL: MesZL: Thureau-Dangin ŠIMBULUG, Deimel ditto and MEBULUGI, Labat ŠEMBULUG), ŠEMBULUG (MesZL: to be erased), ŠIMBULUG (MesZL: to be erased))
(ePSD; Akkadian Dictionary)",169,096a,"U+12052
(BULUG OVER BULUG)"
"𒋭
also
𒋫 x 𒄭","𒋭
also
𒋫 x 𒄭","LAL3
(TA x ḪI; ALAMMUŠ (MesZL: also no. 250, Deimel and Labat differently), ALAMUŠ(MesZL: also no. 250, Deimel and Labat differently), RU8 (MesZL: ?))
(ePSD; Akkadian Dictionary)",170 (also 250),109 (also 141),"U+122ED
(TA TIMES HI)



also



missing"
𒆯,𒆯,"KU7
(BADILIŠA, BANDILIŠA(MesZL: Deimel BANLIŠDA), BUBE (MesZL; Labat: KU7.KI), DABAN, DABAŠIN, GURUŠ2 (MesZL: Deimel's and Labat's GURUŠ2 = UŠ to be erased), GURUŠDA, GURUŠTA, GURUŠTI (MesZL: Deimel differently), ḪIRIN2 (MesZL: Deimel ḪIRIN), KAKALA, KAKKUDA, KAKKUŠA, KUKKUDA(KŠ: in index of MesZL erroneously no. 110), KUKKUŠA(KŠ: in index of MesZL errorneously no. 110), KUKULA, KURUŠ, KURUŠDA, KUŠ6, ŠINDILIB (MesZL; Labat: KU7.KI), ŠINDILIMA(MesZL: Deimel ŠINLIŠBA, ŠINLIŠBAN), TUBAŠIN)
(ePSD; Akkadian Dictionary)",171,110,"U+121AF
(KU7)"
𒆯𒆯,𒆯𒆯,"KU7.KU7
(KUKKU)
(ePSD; Akkadian Dictionary)",171+171,110+110,"U+121AF & U+121AF
(KU7 & KU7)"
𒆯𒆯𒆠,𒆯𒆯𒆠,"KU7.KU7.KI
(KUKKI (Labat; MesZL: KUKKI missing))
(ePSD; Akkadian Dictionary)",171+171+737,110+110+461,"U+121AF & U+121AF & U+121A0
(KU7 & KU7 & KI)"
𒊓,𒊓,"SA
(GID3 (MesZL: ?), ŚA, ŠA10)
(ePSD; Akkadian Dictionary)",172,104,"U+12293
(SA)"
𒊓𒉌,Labat gives old forms of signs,"SA.NI
(GAR2 (Labat; MesZL: for GAR2 see GA gunû (no. 492); KŠ: Labat gives old forms of signs, the number is not specified))
(ePSD; Akkadian Dictionary)",172+380,104+231,"U+12293 & U+1224C
(SA & NI)"
𒀿,𒀿,"AŠGAB
((MesZL: Deimel and Labat uncertain); ERIB (MesZL: Deimel and Labat uncertain), IRIB, ŠIGAGU, ŠIKANGU (MesZL: not ŠIKANGA), ŠIKANGA (Labat; MesZL: ŠIKANGA missing))
(ePSD; Akkadian Dictionary)",173,"104 (Labat)
104,6 (ABZ)","U+1203F
(ASHGAB)"
𒃷,𒃷,"GAN2
(AL3 (MesZL: ?), AŠA5, AŠAG, GA3 (MesZL: perhaps to be erased), GANA2, IKU, IŠḪURU3, IŠḪURUM3 (MesZL: Deimel IŠḪURUM), KAN2, KANA2, MUL5, MULU4, UL8 (MesZL: ?))
(ePSD; Akkadian Dictionary)",174,"105 (Labat)
105 I (ABZ)","U+120F7
(GAN2)"
𒃹,𒃹,"GAN2 over GAN2
(AL’AL2 (Labat; MesZL: AL’AL2 = KIB (no. 378)))
(ePSD; Akkadian Dictionary)",174,105,"U+120F9
(GAN2 OVER GAN2)"
𒃺,𒃷 crossing 𒃷,"GAN2 crossing GAN2
(KŠ: see MesZL p. 115 (sign KIB, no. 378))
(ePSD; Akkadian Dictionary)","174 (sign GAN2)
378 (sign KIB)",105 (sign GAN2),"U+120FA
(GAN2 CROSSING GAN2)"
𒃸,𒃸,"KAR2
(GAN2 tenû and ŠE3 tenû; GAR19 (MesZL: ?), GARAK, GUR6, GURU6, KARA2, KIRI2)
(ePSD; Akkadian Dictionary)",175,"105 (Labat)
105 II (ABZ)","U+120F8
(GAN2 TENU)"
𒄘,𒄘,"GU2
(GUN2, LIL6 (MesZL: ?, Deimel LIL5), MU11 (Labat: MU11 =? GU2; MesZL: MU11 = KA x SAR (no. 45)), QU6, TIG, TIK, TIQ)
(ePSD; Akkadian Dictionary)",176,106,"U+12118
(GU2)"
𒄚,𒄘 x 𒆕 x 𒅊,"GU2 x KAK x IGI gunû
(ePSD; Akkadian Dictionary)",176 (sign GU2),106 (sign GU2),"U+1211A
(GU2 TIMES KAK TIMES IGI GUNU)"
𒄜,𒄘 x 𒊩𒌆,"GU2 x SAL.TUG2
(ePSD; Akkadian Dictionary)",176 (sign GU2),106 (sign GU2),"U+1211C
(GU2 TIMES SAL PLUS TUG2)"
"𒄛
and
𒄘𒉣","𒄛
and
𒄘𒉣","USAN
(GU2 x NUN, GU2.NUN (MesZL: see also USAN2 (no. 509)); MUNSUB3, MUSUB3, SUB3 (MesZL: also 464))
(ePSD; Akkadian Dictionary)",177,107,"U+1211B
(GU2 TIMES NUN)"
𒄙,𒄙,"DUR
(GU2.GAG, GU2 x GAG; DURU, TUR2, ṬUR)
(ePSD; Akkadian Dictionary)",178,108,"U+12119
(GU2 TIMES KAK)"
𒄙𒄒,𒄙𒁉𒑖,"DUR.KIB
(DURAN (MesZL: ?))
(ePSD; Akkadian Dictionary)",178+378,108+ 228,"Old Babylonian:
U+12119 & U+12112
(GU2 TIMES KAK & GISH CROSSING GISH)
Neo-Assyrian:
U+12119 & U+12049 & U+12456
(GU2 TIMES KAK & BI & NUMERIC SIGN NIGIDAMIN)"
𒄘𒌦,𒄘𒌦,"GUN
(GU2.UN; BILTI (Labat; MesZL: BILTU, BILTI missing), BILTU)
(ePSD; Akkadian Dictionary)",179,108*,"U+12118 & U+12327
(GU2 & UN)"
𒄥,𒄥,"GUR
(GURU (MesZL: Deimel and Labat differently), KUR3, QUR, TARI, TARU)
(ePSD; Akkadian Dictionary)",180,111,"U+12125
(GUR)"
𒋛,𒋛,"SI
(SE, SEG9 (MesZL: ?), SIG9 (MesZL: ?), ṢI3, ŚE, ŚI, ŠE2, ŠI2)
(ePSD; Akkadian Dictionary)",181,112,"U+122DB
(SI)"
𒋜,𒋜,"SU4
(SI gunû; GUNNU (Labat; MesZL: GUNNU missing), SA11, SI4, ŚI2, ŚU2, ŠI5 (Labat; MesZL: ŠI5 = KU (no. 808)), ŠU7 (Labat; MesZL: ŠU7 =? NIG2 (no. 859)), USAN4 (MesZL: or DAR (no. 183)))
(ePSD; Akkadian Dictionary)",182,113,"U+122DC
(SI GUNU)"
𒋜𒀀,𒋜𒀀,"SU4.A
(SU9 (MesZL: probably erroneous))
(ePSD; Akkadian Dictionary)",182+839,113+579,"U+122DC & U+12000
(SI GUNU & A)"
𒁯,𒁯,"DAR
(ḪU gunû, SI gunû; DARA, DARRI (Labat; MesZL: DARRI missing), DAŠ3 (Labat: in index DAŠ3 = DAR (no. 183), but in syllabary DAŠ3 = AŠ2 (no. 548); MesZL: DAŠ4 ?, DAŠ3 =? AŠ2 (no. 548)), DAŠ4 (MesZL: ?, Deimel and Labat DAŠ3), DIR2, GUN3, GUNU3, TAR2, TER3, TIR3 (MesZL: Deimel TER2, Labat TER3 and TIR3), ṬAR2, ṬIR4, USAN4 (MesZL: or SU4 (no. 182)))
(ePSD; Akkadian Dictionary)",183,114,"U+1206F
(DAR)"
𒊕,𒊕,"SAG
(DUL7, DUNGA (MesZL; Labat: DUNGA = AN.SAG), DURU, RES, REŠ, RIS, RIŠ, SA12, SAGA, SAGGAR (MesZL; Labat: SAGGAR = AN.SAG), SAK, SAN (MesZL: Labat differently; Labat: in index SAN =? ŠEN (no. 17), but in Addendum SAN = SAG (no. 184)), SAQ, SUR14, ŠA24, ŠAG, ŠAK, ŠAQ)
(ePSD; Akkadian Dictionary)",184,115,"U+12295
(SAG)"
𒊧,𒊧,"SAG over SAG
(SAGMINx)
(ePSD; Akkadian Dictionary)",184,115,"U+122A7
(SAG OVER SAG)"
𒊘,𒊕 x 𒁾,"SAG x DUB
(ePSD; Akkadian Dictionary)",184 (sign SAG),115 (sign SAG),"U+12298
(SAG TIMES DUB)"
𒊛,𒊕 x 𒆳,"SAG x KUR
(ePSD; Akkadian Dictionary)",184 (sign SAG),115 (sign SAG),"U+1229B
(SAG TIMES KUR)"
𒊡,𒊕 x 𒋰,"SAG x TAB
(ePSD; Akkadian Dictionary)",184 (sign SAG),115 (sign SAG),"U+122A1
(SAG TIMES TAB)"
𒊕𒀭,𒊕𒀭,"SAG.AN
(TIRIGI (MesZL: ?, instead of Deimel's TIMUD = SAG))
(ePSD; Akkadian Dictionary)",184+010,115+013,"U+12295 & U+1202D
(SAG & AN)"
𒊕𒂡,𒊕𒂡,"SAG.EZEN
(DURME)
(ePSD; Akkadian Dictionary)",184+271,115+152,"U+12295 & U+120A1
(SAG & EZEN)"
𒊕𒉺𒆸,𒊕𒉺𒆸,"SAG.PA.LAGAB
(IGIRA (Labat; MesZL: IGIRA =? IGI.BU (724+580), too uncertain, also IGI.RA5 uncertain, see BU (no. 580))), ZARAḪ)
(ePSD; Akkadian Dictionary)",184+464+755,115+295+483,"U+12295 & U+1227A & U+121B8
(SAG & PA & LAGAB)"
𒊕𒊬,𒊕𒊬,"SAG.SAR
(SAKAR2 (Labat; MesZL: SAKAR2 missing))
(ePSD; Akkadian Dictionary)",184+541,"115+331e (ABZ)
115+152 (Labat)","U+12295 & U+122AC
(SAG & SAR)"
𒊕𒊩,𒊕𒊩,"SAG.MUNUS
(ERU2, ERUM2)
(ePSD; Akkadian Dictionary)",184+883,115+554,"U+12295 & U+122A9
(SAG & SAL)"
𒊞,𒊞,"SAG x NUN
(DILIB4)
(ePSD; Akkadian Dictionary)",185,115,"U+1229E
(SAG TIMES NUN)"
𒊤,𒊤,"SAG x UM
(DILIB3 (MesZL: also SAG x ŠID (no. 191)), LIB5 (MesZL: in index SAG x ŠID (no. 191), but LIB5 = SAG x UM, p. 85))
(ePSD; Akkadian Dictionary)",186,118,"U+122A4
(SAG TIMES UM)"
𒊗,𒊗,"SAG x DU
(SAGDU (MesZL: ?, eventually SAG x UB (no. 193))
(ePSD; Akkadian Dictionary)",187,1216 (ABZ),"U+12297
(SAG TIMES DU)"
𒊚,𒊚,"SAG x GAG
(MUḪ2)
(ePSD; Akkadian Dictionary)",188,116,"U+1229A
(SAG TIMES KAK)"
𒊕 x 𒉌,𒊕 x 𒉌,"SAG x NI
(ePSD; Akkadian Dictionary)",189,1215 (ABZ),
𒊦,𒊦,"SAG x UŠ
(DILIB5)
(ePSD; Akkadian Dictionary)",190,116,"U+122A6
(SAG TIMES USH)"
𒊠,𒊠,"SAG x ŠID
(DILIB3 (MesZL: also SAG x UM (no. 196)), LIB5 (MesZL: in index SAG x ŠID, but LIB5 = SAG x UM (no. 186), p. 85), URU10 (MesZL: better SAG x MES), URUM3 (MesZL: better SAG x MES))
(ePSD; Akkadian Dictionary)",191,117,"U+122A0
(SAG TIMES SHID)"
